ExplainedVariance,NumTrajs,TotalExecTime,LossBefore,AveragePolicyStd,MaxKL,StdReturn,Entropy,LossAfter,ItrTime,MinReturn,AverageReturn,MeanKL,Perplexity,MaxReturn,Time
0.276218745547,20,6.0294411182403564,0.00527259,0.947542,0.849421,133.790881603,2.72206,-0.0147212,6.119347810745239,0.0,90.0,0.0718601,15.2117,400.0,6.119340181350708
0.925098003833,20,5.443538665771484,-0.0153897,0.95006,0.254062,73.9932429347,2.72733,-0.0188069,5.50086784362793,300.0,455.0,0.0126148,15.2921,600.0,11.624942302703857
0.919326375029,20,5.375824213027954,-0.0199826,0.946269,0.109438,106.183802908,2.71964,-0.0287117,5.409388303756714,400.0,585.0,0.0128319,15.1748,800.0,17.03745460510254
0.92196058796,20,5.617255687713623,0.0161396,0.941456,0.0930642,117.898261226,2.70965,0.0111338,5.659177303314209,500.0,690.0,0.0162157,15.024,1000.0,22.705694913864136
0.75951729401,20,5.597948789596558,0.00512735,0.945521,0.194317,360.416425819,2.71772,-0.00854282,5.630613327026367,600.0,990.0,0.0474529,15.1457,2300.0,28.34815549850464
0.438547674043,20,5.7617714405059814,0.0349533,0.946727,0.358386,1145.38203234,2.72028,-0.00320888,5.81297755241394,900.0,2290.0,0.13227,15.1846,4900.0,34.17708897590637
0.698814588465,20,5.7117509841918945,-0.0184105,0.954733,0.210442,2611.48903884,2.73776,-0.0557295,5.771904945373535,9400.0,15625.0,0.118542,15.4523,19500.0,39.970940351486206
