MaxKL,ExplainedVariance,NumTrajs,LossAfter,MeanKL,StdReturn,MaxReturn,Time,MinReturn,AverageReturn,AveragePolicyStd,LossBefore,Perplexity,TotalExecTime,Entropy,ItrTime
0.434198,0.929189905736,20,-0.0378015,0.0752286,77.4596669241,1000.0,13.399164199829102,700.0,900.0,0.87453,-0.0261535,13.0471,13.251439809799194,2.56857,13.399171113967896
0.199507,0.913493446509,20,-0.0177713,0.0320565,97.3396116697,1000.0,27.14046025276184,600.0,855.0,0.863266,-0.00673522,12.7103,13.632275104522705,2.54242,13.73298692703247
0.276508,0.924532499674,20,-0.0071944,0.0157396,70.7106781187,1000.0,40.25417184829712,800.0,900.0,0.861736,0.00507453,12.6676,13.072657346725464,2.53905,13.110842943191528
0.0455276,0.937011137271,20,-0.0153308,0.00522861,58.9491306128,1000.0,53.76948928833008,800.0,945.0,0.862623,-0.0103536,12.6998,13.355368852615356,2.54159,13.497503519058228
0.0456448,0.929570135308,20,-0.0126782,0.00598488,97.9795897113,1000.0,66.17795705795288,600.0,880.0,0.860563,-0.00457134,12.6342,12.175501346588135,2.53641,12.371441841125488
0.0700651,0.932666070203,20,-0.0150657,0.01545,94.3398113206,1000.0,80.4607605934143,600.0,910.0,0.859532,-0.00408009,12.6054,14.163497686386108,2.53412,14.2747802734375
0.0757462,0.935475814334,20,-0.00830804,0.017977,62.449979984,1000.0,93.98208403587341,800.0,910.0,0.858708,-0.00137211,12.5797,13.411602020263672,2.53208,13.504337310791016
